OBJECTID,PIDN,CITY_TEXT,NUMBER,STREET,GIS_Acreag,LANDVALUE,BLDGVALUE,LANDUSE_TE,YR_BUILT,score2
58288,"059-30-00-068.00",COVINGTON,"629",WAYSKIN,".600",10000,161200,SINGLE FAMILY,"1955",2.125
58289,"059-30-00-069.00",COVINGTON,"627",WAYSKIN,".630",10000,162700,SINGLE FAMILY,"1955",2.125
58290,"059-30-00-070.00",COVINGTON,"621",WAYSKIN,".450",10000,160000,SINGLE FAMILY,"1954",2.125
58291,"059-30-00-071.00",COVINGTON,"617",WAYSKIN,"1.020",15000,199700,SINGLE FAMILY,"1981",2.125
58292,"059-30-00-072.00",COVINGTON,"615",WAYSKIN,"1.000",15000,217800,SINGLE FAMILY,"1980",1.125
58293,"059-30-00-073.00",COVINGTON,"613",WAYSKIN,"1.680",20000,242600,SINGLE FAMILY,"1987",1.125
58294,"059-30-00-074.00",COVINGTON,"610",WAYSKIN,"3.430",12000,0,VACANT LAND,"0000",1.125
58295,"059-30-00-075.00",COVINGTON,"604",WAYSKIN,"1.750",10000,0,VACANT LAND,"0000",1.125
58296,"059-30-00-076.00",COVINGTON,"608",WAYSKIN,"1.050",15000,229600,SINGLE FAMILY,"1986",2.125
58297,"059-30-00-077.00",COVINGTON,"610",WAYSKIN,"1.070",15000,295000,SINGLE FAMILY,"1984",2.125
58298,"059-30-00-078.00",COVINGTON,"612",WAYSKIN,"2.550",20000,282200,SINGLE FAMILY,"1985",2.125
58299,"059-30-00-079.00",COVINGTON,"620",WAYSKIN,".700",10000,248000,SINGLE FAMILY,"1965",2.125
58300,"059-30-00-080.00",COVINGTON,"624",WAYSKIN,".460",10000,265000,SINGLE FAMILY,"1955",2.125
58301,"059-30-00-081.00",COVINGTON,"628",WAYSKIN,".460",10000,171400,SINGLE FAMILY,"1955",2.125
58302,"059-30-00-082.00",COVINGTON,"632",WAYSKIN,".340",15000,166500,SINGLE FAMILY,"1955",2.125
58303,"059-30-00-083.00",COVINGTON,"636",WAYSKIN,".340",10000,151700,SINGLE FAMILY,"1945",2.125
58304,"059-30-00-084.00",COVINGTON,"640",WAYSKIN,".340",10000,172300,SINGLE FAMILY,"1960",2.125
58305,"059-30-00-085.00",COVINGTON,"642",WAYSKIN,".340",10000,162000,SINGLE FAMILY,"1955",2.125
58306,"059-30-00-086.00",COVINGTON,"644",WAYSKIN,".630",15000,143000,SINGLE FAMILY,"1954",2.125
58307,"059-30-00-087.00",COVINGTON,"650",WAYSKIN,".460",10000,174900,SINGLE FAMILY,"1955",2.125
58308,"059-30-00-088.00",COVINGTON,"654",WAYSKIN,".460",10000,170100,SINGLE FAMILY,"1965",2.125
58309,"059-30-00-089.00",COVINGTON,"660",WAYSKIN,"10.540",10000,190000,SINGLE FAMILY,"1952",2.125
58310,"059-30-00-090.00",COVINGTON,"668",WAYSKIN,".750",10000,180800,SINGLE FAMILY,"1960",2.125
58311,"059-30-00-091.00",COVINGTON,"672",WAYSKIN,"1.230",10000,198000,SINGLE FAMILY,"1955",2.125
58312,"059-30-00-092.00",COVINGTON,"676",WAYSKIN,".450",10000,184800,SINGLE FAMILY,"1955",2.125
58313,"059-30-00-093.00",COVINGTON,"680",WAYSKIN,".340",10000,125000,SINGLE FAMILY,"1957",2.125
58314,"059-30-00-094.00",COVINGTON,"684",WAYSKIN,".340",10000,148100,SINGLE FAMILY,"1960",2.125
58315,"059-30-00-095.00",COVINGTON,"688",WAYSKIN,".450",10000,166000,SINGLE FAMILY,"1963",2.125
58316,"059-30-00-097.00",COVINGTON,"690",WAYSKIN,".430",10000,145000,SINGLE FAMILY,"1958",2.125
58317,"059-30-00-098.00",COVINGTON,"692",WAYSKIN,".320",10000,159400,SINGLE FAMILY,"1959",2.125
58318,"059-30-00-099.00",COVINGTON,"5880",TAYLOR MILL,".050",10000,0,VACANT LAND,"0000",2.125
58319,"059-30-00-100.00",COVINGTON,"5876",TAYLOR MILL,".700",20000,194500,SINGLE FAMILY,"1940",2.125
58320,"059-30-00-101.00",COVINGTON,,TAYLOR MILL,".590",20000,0,VACANT LAND,"0000",2.125
58321,"059-30-00-102.00",COVINGTON,"5858",TAYLOR MILL,".140",20000,0,VACANT LAND,"0000",2.125
58322,"059-30-00-103.00",COVINGTON,"5842",TAYLOR MILL,".150",20000,0,VACANT LAND,"0000",2.125
58323,"059-30-00-104.00",COVINGTON,"691",CLOVER,".210",20000,0,VACANT LAND,"0000",2.125
58324,"059-30-00-105.00",COVINGTON,"689",CLOVER,".450",20000,110000,SINGLE FAMILY,"1959",2.125
58325,"059-30-00-106.00",COVINGTON,"685",CLOVER,".430",20000,179800,SINGLE FAMILY,"1960",2.125
58326,"059-30-00-107.00",COVINGTON,"681",CLOVER,".490",20000,203200,SINGLE FAMILY,"1958",2.125
58327,"059-30-00-108.00",COVINGTON,"677",CLOVER,".330",20000,194100,SINGLE FAMILY,"1960",2.125
58328,"059-30-00-108.01",COVINGTON,"679",CLOVER,".260",20000,181600,SINGLE FAMILY,"1999",2.125
58329,"059-30-00-109.00",COVINGTON,"673",CLOVER,".330",20000,165000,SINGLE FAMILY,"1958",2.125
58330,"059-30-00-110.00",COVINGTON,"669",CLOVER,".330",20000,155000,SINGLE FAMILY,"1959",2.125
58331,"059-30-00-111.00",COVINGTON,"665",CLOVER,".330",20000,188000,SINGLE FAMILY,"1970",2.125
58332,"059-30-00-112.00",COVINGTON,"676",CLOVER,".350",20000,229600,SINGLE FAMILY,"1960",2.25
58333,"059-30-00-113.00",COVINGTON,"680",CLOVER,".220",20000,197500,SINGLE FAMILY,"1962",2.25
58334,"059-30-00-114.00",COVINGTON,"684",CLOVER,".370",20000,170300,SINGLE FAMILY,"1958",2.25
58335,"059-30-00-115.00",COVINGTON,"688",CLOVER,".370",20000,200000,SINGLE FAMILY,"1990",2.25
58336,"059-30-00-116.00",COVINGTON,"607",GARNER,"7.550",130000,400000,SINGLE FAMILY,"2016",2.3125
58337,"059-30-00-116.02",COVINGTON,"692",CLOVER,"2.870",50000,495000,SINGLE FAMILY,"1999",2.25
58338,"059-30-00-117.00",COVINGTON,"5869",TAYLOR MILL,".340",20000,205000,SINGLE FAMILY,"1960",2.125
58339,"059-30-00-118.00",COVINGTON,"5871",TAYLOR MILL,".290",20000,225000,SINGLE FAMILY,"1955",2.125
58340,"059-30-00-119.00",COVINGTON,"5873",TAYLOR MILL,".530",20000,245000,SINGLE FAMILY,"1960",2.125
58341,"059-30-00-120.00",COVINGTON,"5877",TAYLOR MILL,".960",52600,0,VACANT LAND,"0000",2.125
58342,"059-30-00-121.00",COVINGTON,"5885",TAYLOR MILL,".660",20000,1000,LAND/W MISCELLANEOUS IMPROVEMENT,"0000",2.125
58343,"059-30-00-122.00",COVINGTON,"5901",TAYLOR MILL,".090",3000,0,PUBLIC UTILITIES,"0000",2.125
58344,"059-30-00-123.00",COVINGTON,"672",CLOVER,".340",20000,175000,SINGLE FAMILY,"1955",2.25
58345,"059-30-00-124.00",COVINGTON,"668",CLOVER,".330",20000,194200,SINGLE FAMILY,"1955",2.25
58346,"059-30-00-125.00",COVINGTON,"664",CLOVER,".320",20000,202000,SINGLE FAMILY,"1960",2.25
58347,"059-30-00-126.00",COVINGTON,"662",CLOVER,".310",40000,0,VACANT LAND,"0000",2.25
58348,"059-30-00-127.00",COVINGTON,"660",CLOVER,".330",20000,97500,SINGLE FAMILY,"1978",2.25
58349,"059-30-00-128.00",COVINGTON,"655",CLOVER,"1.290",35000,172000,SINGLE FAMILY,"1980",2.25
58350,"059-30-00-129.00",COVINGTON,"661",CLOVER,".740",35000,115200,SINGLE FAMILY,"1950",2.125
58351,"059-30-00-130.00",COVINGTON,,TAYLOR MILL,".540",9200,0,VACANT LAND,"0000",2.125
58352,"059-30-10-001.00",COVINGTON,"688",BRANDTLY RIDGE,".610",35000,270900,SINGLE FAMILY,"1998",2.125
58353,"059-30-10-002.00",COVINGTON,"684",BRANDTLY RIDGE,".290",35000,267500,SINGLE FAMILY,"1999",2.125
58354,"059-30-10-003.00",COVINGTON,"680",BRANDTLY RIDGE,".290",35000,261800,SINGLE FAMILY,"1999",2.125
58355,"059-30-10-004.00",COVINGTON,"676",BRANDTLY RIDGE,".290",35000,274100,SINGLE FAMILY,"2000",2.125
58356,"059-30-10-005.00",COVINGTON,"672",BRANDTLY RIDGE,".320",35000,272100,SINGLE FAMILY,"1998",2.125
58357,"059-30-10-006.00",COVINGTON,"668",BRANDTLY RIDGE,".300",35000,305000,SINGLE FAMILY,"1999",2.125
58358,"059-30-10-007.00",COVINGTON,"664",BRANDTLY RIDGE,".300",35000,292000,SINGLE FAMILY,"1999",2.125
58359,"059-30-10-008.00",COVINGTON,"660",BRANDTLY RIDGE,".370",35000,310100,SINGLE FAMILY,"2000",2.125
58360,"059-30-10-009.00",COVINGTON,"656",BRANDTLY RIDGE,".450",35000,300900,SINGLE FAMILY,"1999",2.125
58361,"059-30-10-010.00",COVINGTON,"652",BRANDTLY RIDGE,".490",35000,275000,SINGLE FAMILY,"1999",2.125
58362,"059-30-10-011.00",COVINGTON,"648",BRANDTLY RIDGE,".590",35000,245000,SINGLE FAMILY,"1998",2.125
58363,"059-30-10-012.00",COVINGTON,"644",BRANDTLY RIDGE,".920",35000,298200,SINGLE FAMILY,"1998",2.125
58364,"059-30-10-013.00",COVINGTON,"645",BRANDTLY RIDGE,".410",35000,268000,SINGLE FAMILY,"1999",2.125
58365,"059-30-10-014.00",COVINGTON,"649",BRANDTLY RIDGE,".490",35000,282500,SINGLE FAMILY,"1998",2.125
58366,"059-30-10-015.00",COVINGTON,"653",BRANDTLY RIDGE,".480",35000,400000,SINGLE FAMILY,"1999",2.125
58367,"059-30-10-016.00",COVINGTON,"661",BRANDTLY RIDGE,".440",35000,290800,SINGLE FAMILY,"1999",2.125
58368,"059-30-10-017.00",COVINGTON,"665",BRANDTLY RIDGE,".430",35000,270600,SINGLE FAMILY,"1999",2.125
58369,"059-30-10-018.00",COVINGTON,"669",BRANDTLY RIDGE,".410",35000,282500,SINGLE FAMILY,"2000",2.125
58370,"059-30-10-019.00",COVINGTON,"673",BRANDTLY RIDGE,".380",35000,288900,SINGLE FAMILY,"2000",2.125
58371,"059-30-10-020.00",COVINGTON,"677",BRANDTLY RIDGE,".330",35000,360000,SINGLE FAMILY,"1999",2.125
58372,"059-30-10-021.00",COVINGTON,"5860",OWINGS,".330",35000,272300,SINGLE FAMILY,"1999",2.125
58373,"059-30-10-022.00",COVINGTON,"5864",OWINGS,".490",35000,282400,SINGLE FAMILY,"1999",2.125
58374,"059-30-10-023.00",COVINGTON,"5868",OWINGS,".460",35000,270000,SINGLE FAMILY,"1999",2.125
58375,"059-30-10-024.00",COVINGTON,"5867",OWINGS,".470",35000,250000,SINGLE FAMILY,"2000",2.125
58376,"059-30-10-025.00",COVINGTON,"687",BRANDTLY RIDGE,".580",35000,281700,SINGLE FAMILY,"1999",2.125
58377,"059-30-10-026.00",COVINGTON,"641",BRANDTLY RIDGE,".420",35000,286100,SINGLE FAMILY,"2000",2.125
58378,"059-30-10-027.00",COVINGTON,"637",BRANDTLY RIDGE,".410",35000,225000,SINGLE FAMILY,"2000",2.125
58379,"059-30-10-028.00",COVINGTON,"633",BRANDTLY RIDGE,".380",35000,285600,SINGLE FAMILY,"2000",2.125
58380,"059-30-10-029.00",COVINGTON,"629",BRANDTLY RIDGE,".330",35000,272500,SINGLE FAMILY,"2000",2.125
58381,"059-30-10-030.00",COVINGTON,"625",BRANDTLY RIDGE,".290",35000,209800,SINGLE FAMILY,"2000",2.125
58382,"059-30-10-031.00",COVINGTON,"621",BRANDTLY RIDGE,".290",35000,271100,SINGLE FAMILY,"2000",2.125
58383,"059-30-10-032.00",COVINGTON,"617",BRANDTLY RIDGE,".290",35000,290400,SINGLE FAMILY,"2002",2.125
58384,"059-30-10-033.00",COVINGTON,"615",BRANDTLY RIDGE,"1.540",35000,560000,SINGLE FAMILY,"2000",2.125
58385,"059-30-10-034.00",COVINGTON,"611",BRANDTLY RIDGE,".280",35000,288700,SINGLE FAMILY,"2003",2.125
58386,"059-30-10-035.00",COVINGTON,"607",BRANDTLY RIDGE,".330",35000,258700,SINGLE FAMILY,"2002",2.125
58387,"059-30-10-036.00",COVINGTON,"603",BRANDTLY RIDGE,".410",35000,391000,SINGLE FAMILY,"2003",2.125
58388,"059-30-10-037.00",COVINGTON,"599",BRANDTLY RIDGE,".650",35000,285100,SINGLE FAMILY,"2002",2.125
58389,"059-30-10-038.00",COVINGTON,"595",BRANDTLY RIDGE,".860",35000,284300,SINGLE FAMILY,"2000",2.125
58390,"059-30-10-039.00",COVINGTON,"591",BRANDTLY RIDGE,"1.590",35000,265200,SINGLE FAMILY,"2001",2.125
58391,"059-30-10-040.00",COVINGTON,"587",BRANDTLY RIDGE,".360",35000,390000,SINGLE FAMILY,"2003",2.125
58392,"059-30-10-041.00",COVINGTON,"583",BRANDTLY RIDGE,".310",35000,323200,SINGLE FAMILY,"2001",2.125
58393,"059-30-10-042.00",COVINGTON,"5867",SOUTHPOINTE,".310",35000,305000,SINGLE FAMILY,"2003",2.125
58394,"059-30-10-043.00",COVINGTON,"5871",SOUTHPOINTE,".780",35000,276200,SINGLE FAMILY,"2000",2.125
58395,"059-30-10-044.00",COVINGTON,"5875",SOUTHPOINTE,"1.950",35000,300700,SINGLE FAMILY,"2000",2.125
58396,"059-30-10-045.00",COVINGTON,"5879",SOUTHPOINTE,"4.340",40000,300000,SINGLE FAMILY,"2000",2.125
58397,"059-30-10-046.00",COVINGTON,"5876",SOUTHPOINTE,"4.710",40000,319900,SINGLE FAMILY,"2001",2.125
58398,"059-30-10-047.00",COVINGTON,"5872",SOUTHPOINTE,"1.370",35000,315000,SINGLE FAMILY,"2002",2.125
58399,"059-30-10-048.00",COVINGTON,"5868",SOUTHPOINTE,"1.120",35000,310900,SINGLE FAMILY,"2000",2.125
58400,"059-30-10-049.00",COVINGTON,"5864",SOUTHPOINTE,"1.150",35000,290500,SINGLE FAMILY,"2002",2.125
58401,"059-30-10-050.00",COVINGTON,"5860",SOUTHPOINTE,".960",35000,295100,SINGLE FAMILY,"2001",2.125
58402,"059-30-10-051.00",COVINGTON,"5856",SOUTHPOINTE,".800",35000,283900,SINGLE FAMILY,"2004",2.125
58403,"059-30-10-052.00",COVINGTON,"5852",SOUTHPOINTE,".780",35000,295000,SINGLE FAMILY,"2002",2.125
58404,"059-30-10-053.00",COVINGTON,"5848",SOUTHPOINTE,"2.820",35000,340000,SINGLE FAMILY,"2000",2.125
58405,"059-30-10-054.00",COVINGTON,"5844",SOUTHPOINTE,"1.370",35000,306000,SINGLE FAMILY,"2000",2.125
58406,"059-30-10-055.00",COVINGTON,"5843",SOUTHPOINTE,"1.600",35000,299800,SINGLE FAMILY,"2000",2.125
58407,"059-30-10-056.00",COVINGTON,"5847",SOUTHPOINTE,".660",35000,295800,SINGLE FAMILY,"2002",2.125
58408,"059-30-10-057.00",COVINGTON,"5851",SOUTHPOINTE,".290",35000,305500,SINGLE FAMILY,"2002",2.125
58409,"059-30-10-058.00",COVINGTON,"5855",SOUTHPOINTE,".330",35000,307400,SINGLE FAMILY,"2002",2.125
58410,"059-30-10-059.00",COVINGTON,"592",BRANDTLY RIDGE,".300",35000,254400,SINGLE FAMILY,"2003",2.125
58411,"059-30-10-060.00",COVINGTON,"596",BRANDTLY RIDGE,".450",35000,277900,SINGLE FAMILY,"2003",2.125
58412,"059-30-10-061.00",COVINGTON,"600",BRANDTLY RIDGE,".640",35000,310000,SINGLE FAMILY,"2001",2.125
58413,"059-30-10-062.00",COVINGTON,"604",BRANDTLY RIDGE,"1.000",35000,289000,SINGLE FAMILY,"2002",2.125
58414,"059-30-10-063.00",COVINGTON,"608",BRANDTLY RIDGE,"1.050",35000,273800,SINGLE FAMILY,"2000",2.125
58415,"059-30-10-064.00",COVINGTON,"612",BRANDTLY RIDGE,"1.030",35000,295000,SINGLE FAMILY,"2001",2.125
58416,"059-30-10-065.00",COVINGTON,"616",BRANDTLY RIDGE,".340",35000,295100,SINGLE FAMILY,"2002",2.125
58417,"059-30-10-066.00",COVINGTON,"620",BRANDTLY RIDGE,".290",35000,373000,SINGLE FAMILY,"2003",2.125
58418,"059-30-10-067.00",COVINGTON,"5856",KNOLLVIEW,".300",35000,280600,SINGLE FAMILY,"2000",2.125
58419,"059-30-10-068.00",COVINGTON,"5852",KNOLLVIEW,".280",35000,325000,SINGLE FAMILY,"2002",2.125
58420,"059-30-10-069.00",COVINGTON,"5848",KNOLLVIEW,"1.410",35000,250000,SINGLE FAMILY,"2000",2.125
58421,"059-30-10-070.00",COVINGTON,"5847",KNOLLVIEW,"1.650",35000,326400,SINGLE FAMILY,"2000",2.125
58422,"059-30-10-071.00",COVINGTON,"5851",KNOLLVIEW,"1.250",35000,308600,SINGLE FAMILY,"2002",2.125
58423,"059-30-10-072.00",COVINGTON,"632",BRANDTLY RIDGE,".340",35000,230000,SINGLE FAMILY,"2000",2.125
58424,"059-30-10-073.00",COVINGTON,"636",BRANDTLY RIDGE,".290",35000,298500,SINGLE FAMILY,"2000",2.125
58425,"059-30-10-074.00",COVINGTON,"640",BRANDTLY RIDGE,".330",35000,273100,SINGLE FAMILY,"2000",2.125
58426,"059-30-10-075.00",COVINGTON,,SOUTHPOINTE,".200",15200,0,PUBLIC UTILITIES,"0000",2.125
58427,"059-40-00-001.00",UNINCORPORATED,"533",JERICHO,".530",15000,51000,SINGLE FAMILY,"1956",2.125
58428,"059-40-00-001.02",UNINCORPORATED,"534",JERICHO,"2.430",25000,240500,SINGLE FAMILY,"2005",2.125
58429,"059-40-00-002.00",UNINCORPORATED,"526",JERICHO,".310",10000,0,VACANT LAND,"0000",2.125
58430,"059-40-00-002.01",UNINCORPORATED,526-A,JERICHO,".010",300,200,PUBLIC UTILITIES,"0000",2.125
58431,"059-40-00-003.00",UNINCORPORATED,"507",JERICHO,".210",12000,8700,SINGLE FAMILY,"2008",2.125
58432,"059-40-00-005.00",UNINCORPORATED,"497",JERICHO,".230",10000,0,VACANT LAND,"0000",2.125
58433,"059-40-00-007.00",UNINCORPORATED,"489",JERICHO,".170",15000,147500,SINGLE FAMILY,"2017",2.125
58434,"059-40-00-007.01",UNINCORPORATED,"491",JERICHO,".500",15000,100000,SINGLE FAMILY,"1950",2.125
58435,"059-40-00-008.00",UNINCORPORATED,"487",JERICHO,".170",15000,200000,SINGLE FAMILY,"2017",2.125
58436,"059-40-00-009.00",UNINCORPORATED,"471",JERICHO,".170",15000,0,VACANT LAND,"0000",2.125
58437,"059-40-00-012.00",UNINCORPORATED,"481",JERICHO,".170",15000,103000,SINGLE FAMILY,"2014",2.125
58438,"059-40-00-013.01",UNINCORPORATED,"477",JERICHO,".140",7300,0,VACANT LAND,"0000",2.125
58439,"059-40-00-014.00",UNINCORPORATED,"474",JERICHO,".430",15000,155000,SINGLE FAMILY,"1940",2.125
58440,"059-40-00-015.00",UNINCORPORATED,"482",JERICHO,".180",15000,175500,SINGLE FAMILY,"1935",2.125
58441,"059-40-00-016.00",UNINCORPORATED,"488",JERICHO,".180",10000,0,VACANT LAND,"0000",2.125
58442,"059-40-00-018.00",UNINCORPORATED,"492",JERICHO,".050",1000,0,VACANT LAND,"0000",2.125
58443,"059-40-00-019.00",UNINCORPORATED,"494",JERICHO,".050",1000,0,VACANT LAND,"0000",2.125
58444,"059-40-00-020.00",UNINCORPORATED,"496",JERICHO,".090",5000,0,VACANT LAND,"0000",2.125
58445,"059-40-00-021.00",UNINCORPORATED,"6156",CLUB HOUSE,".370",15000,80400,SINGLE FAMILY,"1959",2.125
58446,"059-40-00-023.00",UNINCORPORATED,"493",IRVING,".410",15000,59000,SINGLE FAMILY,"1935",2.125
58447,"059-40-00-024.00",UNINCORPORATED,"487",IRVING,".140",15000,85400,SINGLE FAMILY,"1935",2.125
58448,"059-40-00-025.00",UNINCORPORATED,"485",IRVING,".230",10000,0,VACANT LAND,"0000",2.125
58449,"059-40-00-026.00",UNINCORPORATED,"483",IRVING,".230",10000,0,VACANT LAND,"0000",2.125
58450,"059-40-00-027.00",UNINCORPORATED,"477",IRVING,".280",5000,0,VACANT LAND,"0000",2.125
58451,"059-40-00-028.00",UNINCORPORATED,"471",IRVING,".050",1000,0,VACANT LAND,"0000",2.125
58452,"059-40-00-028.01",UNINCORPORATED,,IRVING,".280",10000,0,VACANT LAND,"0000",2.125
58453,"059-40-00-029.00",UNINCORPORATED,"6150",TWIN LAKES,".150",15000,47700,SINGLE FAMILY,"1975",2.125
58454,"059-40-00-030.00",UNINCORPORATED,"6147",TWIN LAKES,".510",15000,45000,SINGLE FAMILY,"1930",2.125
58455,"059-40-00-031.00",UNINCORPORATED,"486",IRVING,".280",10000,0,VACANT LAND,"0000",2.125
58456,"059-40-00-032.00",UNINCORPORATED,"6142",CLUB HOUSE,".320",10000,0,VACANT LAND,"0000",2.125
58457,"059-40-00-032.01",UNINCORPORATED,"6146",CLUB HOUSE,".230",15000,74600,SINGLE FAMILY,"2008",2.125
58458,"059-40-00-032.02",UNINCORPORATED,"496",IRVING,".180",15000,79500,SINGLE FAMILY,"2009",2.125
58459,"059-40-00-033.00",UNINCORPORATED,"491",HEMLOCK,".090",1000,0,VACANT LAND,"0000",2.125
58460,"059-40-00-034.00",UNINCORPORATED,"489",HEMLOCK,".090",1000,0,VACANT LAND,"0000",2.125
58461,"059-40-00-035.00",UNINCORPORATED,"487",HEMLOCK,".140",1000,0,VACANT LAND,"0000",2.125
58462,"059-40-00-036.00",UNINCORPORATED,"483",HEMLOCK,".050",1000,0,VACANT LAND,"0000",2.125
58463,"059-40-00-037.00",UNINCORPORATED,"479",HEMLOCK,".140",1000,0,VACANT LAND,"0000",2.125
58464,"059-40-00-038.00",UNINCORPORATED,"477",HEMLOCK,".050",1000,0,VACANT LAND,"0000",2.125
58465,"059-40-00-039.00",UNINCORPORATED,"475",HEMLOCK,".100",1000,0,VACANT LAND,"0000",2.125
58466,"059-40-00-040.00",UNINCORPORATED,"473",HEMLOCK,".230",15000,37000,SINGLE FAMILY,"1935",2.125
58467,"059-40-00-041.00",UNINCORPORATED,"6145",TWIN LAKES,".310",12000,8000,SINGLE FAMILY,"1940",2.125
58468,"059-40-00-042.00",UNINCORPORATED,,TWIN LAKES,".040",1000,0,VACANT LAND,"0000",2.125
58469,"059-40-00-042.01",UNINCORPORATED,,TWIN LAKES,".040",1000,0,VACANT LAND,"0000",2.125
58470,"059-40-00-043.00",UNINCORPORATED,"6140",TWIN LAKES,".190",15000,65900,SINGLE FAMILY,"1930",2.125
58471,"059-40-00-044.00",UNINCORPORATED,"6137",TWIN LAKES,".230",10000,0,VACANT LAND,"0000",2.125
58472,"059-40-00-045.00",UNINCORPORATED,"486",HEMLOCK,".550",15000,88500,SINGLE FAMILY,"1935",2.125
58473,"059-40-00-046.00",UNINCORPORATED,"492",HEMLOCK,".180",15000,150000,SINGLE FAMILY,"1979",2.125
58474,"059-40-00-047.00",UNINCORPORATED,"6138",CLUB HOUSE,".230",15000,103500,SINGLE FAMILY,"1965",2.125
58475,"059-40-00-048.00",UNINCORPORATED,"6134",CLUB HOUSE,".220",25000,0,NONBUILDABLE LOT/LAND,"0000",2.125
58476,"059-40-00-048.01",UNINCORPORATED,"491",FOREST,".180",15000,60700,SINGLE FAMILY,"1960",2.125
58477,"059-40-00-049.00",UNINCORPORATED,"483",FOREST,".320",15000,144300,SINGLE FAMILY,"1850",2.125
58478,"059-40-00-050.00",UNINCORPORATED,"475",FOREST,".090",15000,79200,SINGLE FAMILY,"1940",2.125
58479,"059-40-00-051.00",UNINCORPORATED,"477",FOREST,".100",15000,45000,SINGLE FAMILY,"1940",2.125
58480,"059-40-00-052.00",UNINCORPORATED,"6133",TWIN LAKES,".230",6000,10000,GARAGE/PARKING SPACE,"0000",2.125
58481,"059-40-00-053.01",UNINCORPORATED,"6128",TWIN LAKES,".360",15000,53900,SINGLE FAMILY,"1920",2.125
58482,"059-40-00-054.01",UNINCORPORATED,"474",FOREST,".230",10000,0,VACANT LAND,"0000",2.125
58483,"059-40-00-054.02",UNINCORPORATED,,FOREST,".090",5000,0,VACANT LAND,"0000",2.125
58484,"059-40-00-054.03",UNINCORPORATED,"484",FOREST,".090",5000,0,VACANT LAND,"0000",2.125
58485,"059-40-00-054.04",UNINCORPORATED,"476",FOREST,".090",5000,0,VACANT LAND,"0000",2.125
58486,"059-40-00-054.05",UNINCORPORATED,"480",FOREST,".090",5000,0,VACANT LAND,"0000",2.125
58487,"059-40-00-054.06",UNINCORPORATED,,ELM,".140",1000,0,VACANT LAND,"0000",2.125
58488,"059-40-00-054.07",UNINCORPORATED,,ELM,".050",1000,0,VACANT LAND,"0000",2.125
58489,"059-40-00-055.00",UNINCORPORATED,"486",FOREST,".180",15000,209500,SINGLE FAMILY,"1965",2.125
58490,"059-40-00-056.00",UNINCORPORATED,"6124",CLUB HOUSE,".270",15000,59000,SINGLE FAMILY,"1945",2.125
58491,"059-40-00-057.00",UNINCORPORATED,"6122",CLUB HOUSE,".250",15000,51600,SINGLE FAMILY,"1930",2.125
58492,"059-40-00-058.00",UNINCORPORATED,"491",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58493,"059-40-00-059.00",UNINCORPORATED,"489",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58494,"059-40-00-060.00",UNINCORPORATED,"481",ELM,".090",1000,0,VACANT LAND,"0000",2.125
58495,"059-40-00-061.00",UNINCORPORATED,"479",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58496,"059-40-00-062.00",UNINCORPORATED,"477",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58497,"059-40-00-063.00",UNINCORPORATED,"6123",TWIN LAKES,".140",5000,0,VACANT LAND,"0000",2.125
58498,"059-40-00-064.00",UNINCORPORATED,"6125",TWIN LAKES,".050",1000,0,VACANT LAND,"0000",2.125
58499,"059-40-00-065.00",UNINCORPORATED,"6127",TWIN LAKES,".090",5000,0,VACANT LAND,"0000",2.125
58500,"059-40-00-066.00",UNINCORPORATED,"6122",TWIN LAKES,".220",10000,0,VACANT LAND,"0000",2.125
58501,"059-40-00-067.00",UNINCORPORATED,"6121",TWIN LAKES,".230",10000,0,VACANT LAND,"0000",2.125
58502,"059-40-00-068.00",UNINCORPORATED,"472",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58503,"059-40-00-069.00",UNINCORPORATED,"474",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58504,"059-40-00-070.00",UNINCORPORATED,"476",ELM,".050",1000,0,VACANT LAND,"0000",2.125
58505,"059-40-00-071.00",UNINCORPORATED,"6112",CLUB HOUSE,".650",15000,95500,SINGLE FAMILY,"1930",2.125
58506,"059-40-00-072.00",UNINCORPORATED,"6108",CLUB HOUSE,".240",15000,81600,SINGLE FAMILY,"1940",2.125
58507,"059-40-00-073.00",UNINCORPORATED,"489",DOGWOOD,".280",15000,28700,SINGLE FAMILY,"1935",2.125
58508,"059-40-00-074.00",UNINCORPORATED,"6106",CLUB HOUSE,".190",15000,115000,SINGLE FAMILY,"1945",2.125
58509,"059-40-00-075.00",UNINCORPORATED,"6109",CLUB HOUSE,".620",15000,77300,SINGLE FAMILY,"1940",2.125
58510,"059-40-00-076.00",UNINCORPORATED,"6113",CLUB HOUSE,".230",15000,35000,SINGLE FAMILY,"1945",2.125
58511,"059-40-00-076.01",UNINCORPORATED,"6110",LOCUST,".180",10000,0,VACANT LAND,"0000",2.125
58512,"059-40-00-077.00",UNINCORPORATED,"6119",CLUB HOUSE,".430",15000,74300,SINGLE FAMILY,"1935",2.125
58513,"059-40-00-078.00",UNINCORPORATED,"6121",CLUB HOUSE,".250",15000,78400,SINGLE FAMILY,"2009",2.125
